,PRODUCT_ID,MANUFACTURER,DEPARTMENT,BRAND,COMMODITY_DESC,SUB_COMMODITY_DESC,CURR_SIZE_OF_PRODUCT,MEAT_TYPE
69408,9707498,665,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,14 OZ,UNKNOWN
69429,9712837,1418,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD SHRIMP,7 OZ,SEAFOOD
69435,9796059,3051,MEAT,National,PORK,LOIN - CHOPS BONELESS, ,PORK
69442,9796410,4751,MEAT,National,(CORP USE ONLY),SELECT BEEF, ,BOVINE
69449,9796628,763,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD WHOLE FILLETS,16 OZ,SEAFOOD
69480,9798068,4015,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
69484,9798183,4016,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
69485,9798185,4024,MEAT,National,BEEF,PATTIES, ,BOVINE
69532,9802588,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,1 LB,SEAFOOD
69537,9802657,2049,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,1 LB,SEAFOOD
69544,9802693,2926,MEAT,National,BEEF,CHOICE BEEF, ,BOVINE
69596,9802988,69,GROCERY,Private,MEAT - SHELF STABLE,LUNCHEON MEAT,12 OZ,UNKNOWN
69748,9806867,1508,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,8 OZ,POULTRY
69749,9807146,781,MEAT-PCKGD,National,BACON,PRE-COOKED,2.1 OZ,PORK
69750,9807181,4008,MEAT,National,BEEF,PRIMAL, ,BOVINE
69757,9808379,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.45 OZ,UNKNOWN
69761,9811643,69,MEAT-PCKGD,Private,MEAT - MISC,BREAST - BONELESS(IQF),40 OZ,POULTRY
69765,9823000,3952,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
69798,9828865,69,SEAFOOD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ,SEAFOOD
69799,9828944,4893,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
69800,9828945,4907,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
69805,9829048,4899,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
69822,9829652,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
69825,9829777,69,SEAFOOD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ,SEAFOOD
69837,9830337,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,5.5 OZ,PORK
69838,9830343,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,5.5 OZ,PORK
69842,9830757,516,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,24OZ,UNKNOWN
69843,9830947,516,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,23OZ,UNKNOWN
69869,9831825,1094,MEAT-PCKGD,National,HOT DOGS,BETTER FOR YOU,16 OZ,UNKNOWN
69873,9831953,1584,MEAT-PCKGD,National,FROZEN MEAT,SNACKS/APPETIZERS,30 OZ,UNKNOWN
69875,9832076,1584,MEAT-PCKGD,National,FROZEN MEAT,SNACKS/APPETIZERS,30 OZ,UNKNOWN
69882,9832411,3461,MEAT,National,PORK,ENHANCED, ,PORK
69884,9832469,4045,MEAT,National,PORK,ENHANCED, ,PORK
69892,9832659,2844,MEAT,National,BEEF,FLANK, ,BOVINE
69895,9832769,2844,MEAT,National,BEEF,FLANK, ,BOVINE
69898,9832861,742,GROCERY,National,FRZN MEAT/MEAT DINNERS,PORK-FULLY COOKED,1.5 LB,PORK
69904,9833000,717,GROCERY,National,SEAFOOD - SHELF STABLE,MISC.CND SEAFOODS (CRABETC),3.25 OZ,SEAFOOD
69905,9833164,2844,MEAT,National,BEEF,FLANK, ,BOVINE
69908,9833277,4056,MEAT,National,PORK,ENHANCED, ,PORK
69910,9833335,1815,MEAT,National,CHICKEN,GROUND CHICKEN,1LB,POULTRY
69918,9834000,4039,MEAT,National,PORK,RIBS, ,PORK
69933,9835223,4035,MEAT,National,PORK,ENHANCED, ,PORK
69934,9835254,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,14 OZ,SEAFOOD
69938,9835335,4286,MEAT,National,TURKEY,WHOLE TOMS (OVER 15LBS), ,POULTRY
69940,9835408,4057,MEAT,National,PORK,ENHANCED, ,PORK
69941,9835451,4033,MEAT,National,PORK,ENHANCED, ,PORK
69942,9835466,2037,MEAT-PCKGD,National,FROZEN MEAT,CORN DOGS,29.3 OZ,UNKNOWN
69944,9835509,4010,MEAT,National,BEEF,PRIMAL, ,BOVINE
69949,9835606,4037,MEAT,National,PORK,RIBS, ,PORK
69952,9835619,961,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), ,POULTRY
69955,9835654,4046,MEAT,National,PORK,ENHANCED, ,PORK
69958,9835747,4038,MEAT,National,PORK,RIBS, ,PORK
69961,9835880,961,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (COLD), ,POULTRY
69963,9835903,397,MEAT-PCKGD,National,BACON,ECONOMY,16 OZ,PORK
69968,9835947,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10 OZ,PORK
69970,9835960,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10 OZ,PORK
69972,9836036,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,9OZ,POULTRY
69973,9836106,4002,MEAT,National,BEEF,LEAN, ,BOVINE
69977,9836162,4010,MEAT,National,BEEF,PRIMAL, ,BOVINE
69978,9836167,3501,MEAT,National,PORK,ENHANCED, ,PORK
69979,9836195,69,MEAT-PCKGD,Private,LUNCHMEAT,HAM,10 OZ,PORK
69981,9836282,4037,MEAT,National,PORK,RIBS, ,PORK
69984,9836300,4039,MEAT,National,PORK,RIBS, ,PORK
69985,9836302,2219,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - COOKED,9.6 OZ,PORK
70000,9836467,4039,MEAT,National,PORK,RIBS, ,PORK
70003,9836526,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10 OZ,POULTRY
70015,9836693,69,MEAT-PCKGD,Private,LUNCHMEAT,POULTRY,10 OZ,POULTRY
70017,9836708,4037,MEAT,National,PORK,RIBS, ,PORK
70021,9836752,1089,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,9 OZ,UNKNOWN
70033,9836835,4045,MEAT,National,PORK,ENHANCED, ,PORK
70036,9836902,69,SEAFOOD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ,SEAFOOD
70037,9836903,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
70052,9837076,1094,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,7 OZ,UNKNOWN
70058,9837096,4010,MEAT,National,BEEF,PRIMAL, ,BOVINE
70059,9837097,4010,MEAT,National,BEEF,PRIMAL, ,BOVINE
70060,9837099,4056,MEAT,National,PORK,ENHANCED, ,PORK
70061,9837100,4035,MEAT,National,PORK,ENHANCED, ,PORK
70071,9837153,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.45 OZ,UNKNOWN
70091,9837296,69,MEAT-PCKGD,Private,FROZEN MEAT,FRZN BURGERS/BBQ/MEATBALL,5LB,UNKNOWN
70101,9837340,3501,MEAT,National,PORK,ENHANCED, ,PORK
70102,9837349,4049,MEAT,National,PORK,ENHANCED, ,PORK
70103,9837352,4033,MEAT,National,PORK,ENHANCED, ,PORK
70104,9837365,5154,MEAT-PCKGD,National,MEAT - MISC,GRND/PATTY - FROZEN,2LB,UNKNOWN
70110,9837402,4045,MEAT,National,PORK,ENHANCED, ,PORK
70112,9837414,4033,MEAT,National,PORK,ENHANCED, ,PORK
70116,9837438,4811,MEAT,National,SMOKED MEATS,HAMS-SPIRAL, ,PORK
70120,9837477,4035,MEAT,National,PORK,ENHANCED, ,PORK
70121,9837478,4035,MEAT,National,PORK,ENHANCED, ,PORK
70124,9837493,4002,MEAT,National,BEEF,LEAN, ,BOVINE
70125,9837496,4045,MEAT,National,PORK,ENHANCED, ,PORK
70130,9837539,69,SEAFOOD-PCKGD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,8OZ,SEAFOOD
70131,9837543,69,SEAFOOD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ,SEAFOOD
70134,9837565,69,SEAFOOD-PCKGD,Private,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,16OZ,SEAFOOD
70150,9837666,4037,MEAT,National,PORK,RIBS, ,PORK
70155,9837690,5423,MEAT,National,CHICKEN,GROUND CHICKEN,1LB,POULTRY
70160,9837726,4038,MEAT,National,PORK,RIBS, ,PORK
70161,9837727,4033,MEAT,National,PORK,ENHANCED, ,PORK
70168,9837793,4056,MEAT,National,PORK,ENHANCED, ,PORK
70169,9837797,4057,MEAT,National,PORK,ENHANCED, ,PORK
70170,9837801,1094,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,8 OZ,UNKNOWN
70172,9837807,1094,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.45 OZ,UNKNOWN
70185,9838003,4056,MEAT,National,PORK,ENHANCED, ,PORK
70195,9839319,1094,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,6 OZ,POULTRY
70196,9839775,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ,PORK
70204,9854487,4894,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
70218,9854970,1425,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,16 OZ,PORK
70221,9855042,2209,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,PATTIES - RAW,9.42 OZ,PORK
70238,9855865,4895,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
70248,9856770,1094,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,8 OZ,UNKNOWN
70259,9857243,4685,MEAT,National,CHICKEN,STUFFED/MIXED POULTRY, ,POULTRY
70260,9857244,4710,MEAT,National,BEEF,MARINATED, ,BOVINE
70261,9857245,4791,MEAT,National,PORK,MARINATED, ,PORK
70262,9857247,4896,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
70285,9858533,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - RAW,12 OZ,PORK
70419,9859064,1425,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,16 OZ,PORK
70421,9859079,5423,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,8 OZ,UNKNOWN
70435,9859123,5423,MEAT-PCKGD,National,LUNCHMEAT,LUNCH COMBO,11.45 OZ,UNKNOWN
70448,9859166,1425,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,16 OZ,PORK
70487,9860025,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
70488,9860218,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ,PORK
70502,9861673,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
70509,9861997,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
70528,9878585,4684,MEAT,National,CHICKEN,MARINATED, ,POULTRY
70534,9878639,191,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,48 OZ,PORK
70536,9878690,4709,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70537,9878691,4710,MEAT,National,BEEF,MARINATED, ,BOVINE
70538,9878692,4712,MEAT,National,BEEF,STUFFED/MIXED BEEF, ,BOVINE
70580,9879235,4686,MEAT,National,CHICKEN,MARINATED, ,POULTRY
70581,9879236,4713,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70582,9879238,4790,MEAT,National,PORK,MARINATED PORK, ,PORK
70583,9879239,4791,MEAT,National,PORK,MARINATED, ,PORK
70584,9879244,4897,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
70585,9879343,4685,MEAT,National,CHICKEN,STUFFED/MIXED POULTRY, ,POULTRY
70586,9879345,4789,MEAT,National,PORK,SEASONED PORK, ,PORK
70587,9879346,4790,MEAT,National,PORK,MARINATED, ,PORK
70588,9879347,4791,MEAT,National,PORK,MARINATED, ,PORK
70609,9880039,4683,MEAT,National,CHICKEN,KABOBS POULTRY, ,POULTRY
70626,9880531,4712,MEAT,National,BEEF,STUFFED/MIXED BEEF, ,BOVINE
70627,9880532,4713,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70646,9881247,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
70664,9881834,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
70669,9881948,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
70670,9882002,4400,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SHRIMP, ,SEAFOOD
70671,9882017,4711,MEAT,National,BEEF,KABOBS BEEF, ,BOVINE
70685,9883625,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,8OZ,PORK
70686,9883665,5423,DELI,National,DELI MEATS,MEAT: PATES/MOUSSE,5 OZ,UNKNOWN
70709,9883904,4789,MEAT,National,PORK,SEASONED PORK, ,PORK
70717,9883952,4790,MEAT,National,PORK,MARINATED, ,PORK
70725,9883986,4790,MEAT,National,PORK,MARINATED PORK, ,PORK
70753,9884204,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED - BETTER FOR YOU,16OZ,PORK
70780,9884416,4683,MEAT,National,CHICKEN,KABOBS POULTRY, ,POULTRY
70781,9884417,4711,MEAT,National,BEEF,KABOBS BEEF, ,BOVINE
70802,9884647,4710,MEAT,National,BEEF,MARINATED, ,BOVINE
70807,9884677,4686,MEAT,National,CHICKEN,SEASONED POULTRY, ,POULTRY
70808,9884682,4789,MEAT,National,PORK,SEASONED PORK, ,PORK
70809,9884683,4712,MEAT,National,BEEF,STUFFED/MIXED BEEF, ,BOVINE
70812,9884698,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,8OZ,PORK
70821,9884724,4899,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70848,9884986,4709,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70854,9885014,4899,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70857,9885047,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED,12 OZ,PORK
70858,9885054,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED,3LB,PORK
70885,9885239,4791,MEAT,National,PORK,MARINATED, ,PORK
70888,9885261,4898,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70893,9885281,4709,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70894,9885282,4683,MEAT,National,CHICKEN,MARINATED, ,POULTRY
70897,9885304,4895,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
70898,9885305,4897,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
70906,9885336,4899,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70907,9885337,4893,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
70908,9885338,4898,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70916,9885374,4709,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70926,9885433,4686,MEAT,National,CHICKEN,SEASONED POULTRY, ,POULTRY
70927,9885434,4713,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
70931,9885459,4792,MEAT,National,PORK,MARINATED, ,PORK
70935,9885469,4898,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70939,9885506,4898,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-MISC, ,SEAFOOD
70946,9885532,4685,MEAT,National,CHICKEN,STUFFED/MIXED POULTRY, ,POULTRY
70948,9885544,971,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-RAW FILLETS,12 OZ,SEAFOOD
70949,9885558,4686,MEAT,National,CHICKEN,SEASONED POULTRY, ,POULTRY
70968,9888032,1094,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,7 OZ,UNKNOWN
70972,9888234,4899,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
70976,9888647,2037,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,9 OUNCES,UNKNOWN
70977,9888652,2037,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,9 OZ,UNKNOWN
70978,9888659,2037,MEAT-PCKGD,National,LUNCHMEAT,VARIETY PACK,16 OZ,UNKNOWN
70982,9889164,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,8OZ,PORK
70992,9911505,69,MEAT-PCKGD,Private,DINNER SAUSAGE,SMOKED/COOKED,3 LB,PORK
71006,9912647,1442,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,12 OZ,PORK
71019,9913434,1508,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,8 OZ,POULTRY
71025,9913456,69,MEAT-PCKGD,Private,LUNCHMEAT,PEPPERONI/SALAMI,8OZ,PORK
71046,9925849,2804,MEAT,National,BEEF,RIB - SPARE RIB/BACK RIB, ,BOVINE
71055,9926646,2917,MEAT,National,BEEF,LOIN - STK/CHP/SLC, ,BOVINE
71056,9926688,69,DELI,Private,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (COLD), ,POULTRY
71057,9926758,69,DELI,Private,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT), ,POULTRY
71062,9927984,2802,MEAT,National,BEEF,SELECT BEEF, ,BOVINE
71063,9927994,4850,MEAT-PCKGD,National,DINNER SAUSAGE,SAUSAGE, ,PORK
71064,9928014,2773,MEAT,National,TURKEY,WHOLE TOMS (OVER 15LBS), ,POULTRY
71084,9930071,69,DELI,Private,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT), ,POULTRY
71104,9931612,4285,MEAT,National,TURKEY,WHOLE TOMS (OVER 15LBS), ,POULTRY
71152,9933751,3628,MEAT,National,TURKEY,WHOLE HEN (OVER 15LBS), ,POULTRY
71165,9934898,3332,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
71202,9935865,4552,DELI,National,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT), ,POULTRY
71209,9946332,4552,DELI,National,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT), ,POULTRY
71217,9959585,69,DELI,Private,CHICKEN/POULTRY,CHIX: BAKED 8PC CUT UP (HOT), ,POULTRY
71220,10039542,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
71221,10118158,69,MEAT-PCKGD,Private,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
71226,10118257,69,MEAT-PCKGD,Private,MEAT - MISC,GRND/PATTY - FROZEN,2LB,UNKNOWN
71230,10118429,4709,MEAT,National,BEEF,SEASONED BEEF, ,BOVINE
71235,10118701,1089,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,9 OZ,UNKNOWN
71238,10118778,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,5.5 OZ,PORK
71245,10119158,2082,MEAT-PCKGD,National,HEAT/SERVE,OTHER - FULLY COOKED,22 OZ,UNKNOWN
71270,10121397,1138,MEAT-PCKGD,National,DINNER SAUSAGE,SMOKED/COOKED,14 OZ,PORK
71283,10121559,69,SEAFOOD-PCKGD,Private,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD WHOLE FILLETS,12OZ,SEAFOOD
71340,10121829,69,SEAFOOD-PCKGD,Private,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,12 OZ,SEAFOOD
71439,10123333,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
71462,10141773,5953,MISC. TRANS.,National,NO COMMODITY DESCRIPTION,TURKEY GRND/PTTY, ,POULTRY
71464,10141813,5953,MEAT-PCKGD,National,LUNCHMEAT,PEPPERONI/SALAMI,6 OZ,PORK
71468,10142514,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,5.5 OZ,PORK
71484,10143784,4227,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
71486,10143885,1089,MEAT-PCKGD,National,MEAT - MISC,SNACK MEAT,9 OZ,UNKNOWN
71488,10144031,1094,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,7 OZ,UNKNOWN
71512,10144818,1764,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,LINKS - COOKED,12 OZ,PORK
71555,10148760,5423,DELI,National,DELI MEATS,MEAT: TURKEY PPK/PRESLC,8 OZ,POULTRY
71570,10148940,5423,DELI,National,DELI MEATS,MEAT:LNCHMT PPK/PRSLC,8 OZ,UNKNOWN
71601,10149244,4693,MEAT,National,CHICKEN,CHICKEN, ,POULTRY
71602,10149252,4408,MEAT,National,BEEF,ANGUS, ,BOVINE
71616,10149344,4408,MEAT,National,BEEF,ANGUS, ,BOVINE
71618,10149367,4694,MEAT-PCKGD,National,MEAT - MISC,CHICKEN, ,POULTRY
71626,10149439,4694,MEAT-PCKGD,National,MEAT - MISC,CHICKEN, ,POULTRY
71673,10149658,472,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,4.5 OZ,UNKNOWN
71682,10149688,4408,MEAT,National,BEEF,ANGUS, ,BOVINE
71851,10180324,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,8OZ,UNKNOWN
71855,10180397,4220,DELI,National,DELI MEATS,MEAT: TURKEY BULK, ,POULTRY
71881,10182594,3294,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-RAW FINFISH-OTHER, ,SEAFOOD
71914,10182850,4899,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
71956,10198970,1094,MEAT-PCKGD,National,LUNCHMEAT,MISCELLANEOUS,7 OZ,UNKNOWN
71972,10200244,69,DELI,Private,CHICKEN/POULTRY,CHIX:FRD 8PC/CUT UP (HOT), ,POULTRY
71977,10200323,3812,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW, ,SEAFOOD
71979,10200403,665,MEAT-PCKGD,National,HOT DOGS,KOSHER/SPECIALTY,14 OZ,UNKNOWN
71988,10200664,1275,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ,POULTRY
71993,10200874,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
72091,10204144,3799,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-SALMON, ,SEAFOOD
72150,10204475,5423,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ,SEAFOOD
72160,10204528,5423,MEAT-PCKGD,National,MEAT - MISC,GRND/PATTY - FROZEN,2LB,UNKNOWN
72189,10204654,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
72264,10211088,5423,MEAT,National,TURKEY,GRND/PATTY - FROZEN,48 OZ,POULTRY
72279,10212551,69,MEAT-PCKGD,Private,LUNCHMEAT,BOLOGNA,2 LB,UNKNOWN
72292,10249363,510,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-RAW FILLETS,5 LB,SEAFOOD
72293,10249623,1275,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,12 OZ,POULTRY
72306,10250444,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
72308,10250579,274,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),FRZN BRD STICK/PORTON,36 OZ,UNKNOWN
72311,10250749,1094,MEAT-PCKGD,National,LUNCHMEAT,HAM,6 OZ,PORK
72314,10250897,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,5.5 OZ,PORK
72320,10251773,3666,MEAT,National,LAMB,OFFALS, ,OVINE
72321,10251782,397,MEAT-PCKGD,National,FROZEN MEAT,FRZN BREADED PREPARED CHICK,24.58 OZ,POULTRY
72412,10254659,3666,MEAT,National,LAMB,OFFALS, ,OVINE
72532,10259608,1018,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,12 OZ,PORK
72535,10260070,1018,MEAT-PCKGD,National,DINNER SAUSAGE,FRESH,12 OZ,PORK
72550,10282228,5423,MEAT-PCKGD,National,BREAKFAST SAUSAGE/SANDWICHES,ROLLS - PORK,16 OZ,PORK
72609,10284995,544,GROCERY,National,WAREHOUSE SNACKS,MEAT SNACKS,2.2 OZ,UNKNOWN
72671,10285321,739,SEAFOOD-PCKGD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF COOKED SHRIMP,10 OZ,SEAFOOD
72718,10285494,5737,SEAFOOD-PCKGD,National,FROZEN - BOXED(GROCERY),SEAFOOD-FRZ-BRD WHOLE FILLETS,1.75LBS,SEAFOOD
72767,10296055,69,MEAT-PCKGD,Private,LUNCHMEAT,MISCELLANEOUS,2.0 OZ,UNKNOWN
72775,10307090,1275,MEAT-PCKGD,National,LUNCHMEAT,HAM,5.5 OZ,PORK
72786,10307489,5966,MEAT-PCKGD,National,HOT DOGS,ECONOMY - MEAT,1LB,UNKNOWN
72797,10308524,2394,SEAFOOD,National,SEAFOOD - FROZEN,SEAFOOD-FRZ-IQF RAW SHRIMP RW,2 LB,SEAFOOD
72803,10309142,5423,SEAFOOD,National,SEAFOOD-FRESH,SEAFOOD-FRE-NON RW-ALL,12 OZ,SEAFOOD
72816,10309643,1230,MEAT-PCKGD,National,LUNCHMEAT,HAM,8 OZ,PORK
73087,10319803,2635,MEAT-PCKGD,National,LUNCHMEAT,POULTRY,10 OUNCE,POULTRY
